Exercise,Set,Rep,Weight,Metric,Set RPE,Tags,Workout Start Time,Rest Time,Avg Velocity (m/s),Range of Motion (mm),Peak Velocity (m/s),Peak Velocity Location (%),Duration of rep (sec)
squat,1,1,215,lbs,,,"3/2/2023, 7:05:52 AM",0:00:00,0.7,700,1.31,531,0.995
squat,1,2,215,lbs,,,"3/2/2023, 7:05:52 AM",0:00:00,0.67,668,1.14,522,1.002
squat,1,3,215,lbs,,,"3/2/2023, 7:05:52 AM",0:00:00,0.66,674,1.22,524,1.027
squat,2,1,250,lbs,,,"3/2/2023, 7:05:52 AM",0:04:51,0.61,669,1.09,517,1.098
squat,2,2,250,lbs,,,"3/2/2023, 7:05:52 AM",0:04:51,0.57,681,1.1,561,1.202
squat,3,1,315,lbs,,,"3/2/2023, 7:05:52 AM",0:24:59,0.44,605,0.95,498,1.373
squat,3,2,315,lbs,,,"3/2/2023, 7:05:52 AM",0:24:59,0.37,596,0.76,503,1.592
squat,3,3,315,lbs,,,"3/2/2023, 7:05:52 AM",0:24:59,0.32,608,0.8,510,1.877
squat,3,4,315,lbs,,,"3/2/2023, 7:05:52 AM",0:24:59,0.31,597,0.74,514,1.951
sumo deadlift,1,1,230,lbs,,,"3/9/2023, 6:59:26 AM",0:00:00,0.34,532,0.76,419,1.59
sumo deadlift,1,2,230,lbs,,,"3/9/2023, 6:59:26 AM",0:00:00,0.38,522,0.78,302,1.365
sumo deadlift,1,3,230,lbs,,,"3/9/2023, 6:59:26 AM",0:00:00,0.47,514,0.91,380,1.103
sumo deadlift,2,1,260,lbs,,exclude,"3/9/2023, 6:59:26 AM",0:03:42,0.32,520,0.67,365,1.645
sumo deadlift,2,2,260,lbs,,exclude,"3/9/2023, 6:59:26 AM",0:03:42,0.32,510,0.61,427,1.593
sumo deadlift,3,1,295,lbs,,,"3/9/2023, 6:59:26 AM",0:04:57,0.21,452,0.48,347,2.1
sumo deadlift,3,2,295,lbs,,,"3/9/2023, 6:59:26 AM",0:04:57,0.3,481,0.69,308,1.621
sumo deadlift,3,3,295,lbs,,,"3/9/2023, 6:59:26 AM",0:04:57,0.27,488,0.57,326,1.827
sumo deadlift,3,4,295,lbs,,,"3/9/2023, 6:59:26 AM",0:04:57,0.27,486,0.56,337,1.812
sumo deadlift,3,5,295,lbs,,,"3/9/2023, 6:59:26 AM",0:04:57,0.36,503,0.78,371,1.398
sumo deadlift,4,1,310,lbs,,,"3/9/2023, 6:59:26 AM",0:05:21,0.26,488,0.56,306,1.904
sumo deadlift,4,2,310,lbs,,,"3/9/2023, 6:59:26 AM",0:05:21,0.32,477,0.6,326,1.484
sumo deadlift,4,3,310,lbs,,,"3/9/2023, 6:59:26 AM",0:05:21,0.22,443,0.47,313,1.975
sumo deadlift,4,4,310,lbs,,,"3/9/2023, 6:59:26 AM",0:05:21,0.32,476,0.68,333,1.495
sumo deadlift,4,5,310,lbs,,,"3/9/2023, 6:59:26 AM",0:05:21,0.27,478,0.54,341,1.762
sumo deadlift,5,1,330,lbs,,,"3/9/2023, 6:59:26 AM",0:06:00,0.19,478,0.43,259,2.493
sumo deadlift,5,2,330,lbs,,,"3/9/2023, 6:59:26 AM",0:06:00,0.28,464,0.5,369,1.63
sumo deadlift,5,3,330,lbs,,,"3/9/2023, 6:59:26 AM",0:06:00,0.18,472,0.45,345,2.681
sumo deadlift,5,4,330,lbs,,,"3/9/2023, 6:59:26 AM",0:06:00,0.25,455,0.5,252,1.845
sumo deadlift,5,5,330,lbs,,,"3/9/2023, 6:59:26 AM",0:06:00,0.2,466,0.51,256,2.311
main bench,1,1,190,lbs,,,"3/20/2023, 6:52:37 AM",0:00:00,0.47,395,0.74,329,0.832
main bench,1,2,190,lbs,,,"3/20/2023, 6:52:37 AM",0:00:00,0.5,436,0.64,347,0.873
main bench,2,1,220,lbs,,,"3/20/2023, 6:52:37 AM",0:03:54,0.29,358,0.38,276,1.222
main bench,2,2,220,lbs,,,"3/20/2023, 6:52:37 AM",0:03:54,0.3,384,0.4,345,1.296
main bench,2,3,220,lbs,,,"3/20/2023, 6:52:37 AM",0:03:54,0.27,375,0.38,331,1.41
main bench,2,4,220,lbs,,,"3/20/2023, 6:52:37 AM",0:03:54,0.24,361,0.35,78,1.496
main bench,2,5,220,lbs,,,"3/20/2023, 6:52:37 AM",0:03:54,0.22,388,0.33,84,1.73
main bench,3,1,235,lbs,,,"3/20/2023, 6:52:37 AM",0:04:49,0.32,352,0.41,297,1.109
main bench,3,2,235,lbs,,,"3/20/2023, 6:52:37 AM",0:04:49,0.27,364,0.37,325,1.366
main bench,3,3,235,lbs,,,"3/20/2023, 6:52:37 AM",0:04:49,0.22,356,0.32,69,1.599
main bench,3,4,235,lbs,,,"3/20/2023, 6:52:37 AM",0:04:49,0.24,367,0.35,325,1.544
main bench,3,5,235,lbs,,,"3/20/2023, 6:52:37 AM",0:04:49,0.18,369,0.26,46,2.008
main bench,4,1,240,lbs,,,"3/20/2023, 6:52:37 AM",0:07:31,0.33,383,0.46,327,1.148
main bench,4,2,240,lbs,,,"3/20/2023, 6:52:37 AM",0:07:31,0.28,369,0.36,326,1.297
main bench,4,3,240,lbs,,,"3/20/2023, 6:52:37 AM",0:07:31,0.26,363,0.33,64,1.405
main bench,4,4,240,lbs,,,"3/20/2023, 6:52:37 AM",0:07:31,0.17,343,0.29,47,1.998
main bench,4,5,240,lbs,,,"3/20/2023, 6:52:37 AM",0:07:31,0.15,357,0.23,34,2.302
sumo deadlift,1,1,230,lbs,,,"3/21/2023, 6:54:24 AM",0:00:00,0.32,498,0.67,386,1.534
sumo deadlift,1,2,230,lbs,,,"3/21/2023, 6:54:24 AM",0:00:00,0.4,492,0.82,390,1.246
sumo deadlift,1,3,230,lbs,,,"3/21/2023, 6:54:24 AM",0:00:00,0.33,494,0.77,355,1.501
sumo deadlift,2,1,260,lbs,,,"3/21/2023, 6:54:24 AM",0:02:53,0.27,486,0.68,406,1.785
sumo deadlift,2,2,260,lbs,,,"3/21/2023, 6:54:24 AM",0:02:53,0.33,485,0.79,352,1.488
sumo deadlift,3,1,295,lbs,,,"3/21/2023, 6:54:24 AM",0:03:33,0.33,488,0.62,330,1.501
sumo deadlift,3,2,295,lbs,,,"3/21/2023, 6:54:24 AM",0:03:33,0.31,473,0.67,266,1.53
sumo deadlift,3,3,295,lbs,,,"3/21/2023, 6:54:24 AM",0:03:33,0.4,468,0.77,318,1.187
sumo deadlift,3,4,295,lbs,,,"3/21/2023, 6:54:24 AM",0:03:33,0.29,488,0.6,329,1.655
sumo deadlift,3,5,295,lbs,,,"3/21/2023, 6:54:24 AM",0:03:33,0.32,489,0.74,281,1.537
sumo deadlift,4,1,310,lbs,,,"3/21/2023, 6:54:24 AM",0:04:18,0.26,488,0.55,318,1.847
sumo deadlift,4,2,310,lbs,,,"3/21/2023, 6:54:24 AM",0:04:18,0.29,451,0.57,371,1.548
sumo deadlift,4,3,310,lbs,,,"3/21/2023, 6:54:24 AM",0:04:18,0.27,470,0.64,295,1.727
sumo deadlift,4,4,310,lbs,,,"3/21/2023, 6:54:24 AM",0:04:18,0.23,460,0.64,322,1.955
sumo deadlift,4,5,310,lbs,,,"3/21/2023, 6:54:24 AM",0:04:18,0.32,467,0.75,288,1.46
sumo deadlift,5,1,325,lbs,,,"3/21/2023, 6:54:24 AM",0:04:04,0.32,483,0.7,339,1.533
sumo deadlift,5,2,325,lbs,,,"3/21/2023, 6:54:24 AM",0:04:04,0.33,487,0.75,344,1.465
sumo deadlift,5,3,325,lbs,,,"3/21/2023, 6:54:24 AM",0:04:04,0.25,480,0.63,345,1.93
sumo deadlift,5,4,325,lbs,,,"3/21/2023, 6:54:24 AM",0:04:04,0.29,462,0.68,336,1.571
sumo deadlift,5,5,325,lbs,,,"3/21/2023, 6:54:24 AM",0:04:04,0.32,477,0.74,370,1.51
banded bench,1,1,135,lbs,,,"3/22/2023, 6:58:57 AM",0:00:00,0.51,394,0.69,147,0.771
banded bench,1,2,135,lbs,,,"3/22/2023, 6:58:57 AM",0:00:00,0.51,397,0.68,330,0.782
banded bench,1,3,135,lbs,,,"3/22/2023, 6:58:57 AM",0:00:00,0.46,404,0.65,117,0.883
banded bench,2,1,150,lbs,,,"3/22/2023, 6:58:57 AM",0:04:34,0.52,396,0.65,130,0.761
banded bench,2,2,150,lbs,,,"3/22/2023, 6:58:57 AM",0:04:34,0.45,393,0.69,96,0.876
banded bench,3,1,175,lbs,,,"3/22/2023, 6:58:57 AM",0:06:02,0.4,390,0.54,92,0.987
banded bench,3,2,175,lbs,,,"3/22/2023, 6:58:57 AM",0:06:02,0.38,393,0.51,92,1.033
banded bench,3,3,175,lbs,,,"3/22/2023, 6:58:57 AM",0:06:02,0.35,384,0.49,82,1.108
banded bench,3,4,175,lbs,,,"3/22/2023, 6:58:57 AM",0:06:02,0.32,374,0.48,84,1.18
banded bench,3,5,175,lbs,,,"3/22/2023, 6:58:57 AM",0:06:02,0.17,385,0.44,78,2.329
banded bench,3,6,175,lbs,,,"3/22/2023, 6:58:57 AM",0:06:02,0.17,365,0.44,76,2.087
banded bench,4,1,190,lbs,,,"3/22/2023, 6:58:57 AM",0:06:27,0.29,374,0.42,82,1.276
banded bench,4,2,190,lbs,,,"3/22/2023, 6:58:57 AM",0:06:27,0.25,360,0.41,79,1.457
banded bench,4,3,190,lbs,,,"3/22/2023, 6:58:57 AM",0:06:27,0.25,355,0.38,58,1.432
banded bench,4,4,190,lbs,,,"3/22/2023, 6:58:57 AM",0:06:27,0.17,377,0.37,65,2.235
banded bench,4,5,190,lbs,,,"3/22/2023, 6:58:57 AM",0:06:27,0.17,206,0.3,61,1.222
squat,1,1,215,lbs,,,"3/23/2023, 7:08:41 AM",0:00:00,0.69,679,1.22,511,0.988
squat,1,2,215,lbs,,,"3/23/2023, 7:08:41 AM",0:00:00,0.68,737,1.3,585,1.088
squat,1,3,215,lbs,,,"3/23/2023, 7:08:41 AM",0:00:00,0.63,718,1.11,553,1.142
squat,2,1,255,lbs,,,"3/23/2023, 7:08:41 AM",0:04:59,0.5,730,0.89,591,1.462
squat,2,2,255,lbs,,,"3/23/2023, 7:08:41 AM",0:04:59,0.42,729,0.94,591,1.718
squat,3,1,285,lbs,,,"3/23/2023, 7:08:41 AM",0:05:37,0.46,612,0.74,481,1.337
squat,3,2,285,lbs,,,"3/23/2023, 7:08:41 AM",0:05:37,0.42,623,0.78,498,1.469
squat,3,3,285,lbs,,,"3/23/2023, 7:08:41 AM",0:05:37,0.45,642,0.84,522,1.424
squat,3,4,285,lbs,,,"3/23/2023, 7:08:41 AM",0:05:37,0.38,657,0.72,529,1.718
squat,3,5,285,lbs,,,"3/23/2023, 7:08:41 AM",0:05:37,0.35,621,0.65,521,1.784
main bench,1,1,170,lbs,,,"3/27/2023, 6:51:40 AM",0:00:00,0.57,421,0.88,335,0.744
main bench,1,2,170,lbs,,,"3/27/2023, 6:51:40 AM",0:00:00,0.68,455,1,353,0.67
main bench,1,3,170,lbs,,,"3/27/2023, 6:51:40 AM",0:00:00,0.63,435,0.85,332,0.693
main bench,2,1,195,lbs,,,"3/27/2023, 6:51:40 AM",0:05:03,0.51,401,0.73,320,0.784
main bench,2,2,195,lbs,,,"3/27/2023, 6:51:40 AM",0:05:03,0.52,409,0.69,335,0.795
main bench,3,1,225,lbs,,,"3/27/2023, 6:51:40 AM",0:05:23,0.39,388,0.45,268,0.997
main bench,3,2,225,lbs,,,"3/27/2023, 6:51:40 AM",0:05:23,0.36,402,0.44,362,1.124
main bench,3,3,225,lbs,,,"3/27/2023, 6:51:40 AM",0:05:23,0.37,399,0.56,340,1.081
main bench,3,4,225,lbs,,,"3/27/2023, 6:51:40 AM",0:05:23,0.32,383,0.38,78,1.212
main bench,3,5,225,lbs,,,"3/27/2023, 6:51:40 AM",0:05:23,0.24,398,0.4,340,1.628
main bench,4,1,235,lbs,,,"3/27/2023, 6:51:40 AM",0:04:16,0.26,381,0.41,105,1.469
main bench,4,2,235,lbs,,,"3/27/2023, 6:51:40 AM",0:04:16,0.33,379,0.43,331,1.14
main bench,4,3,235,lbs,,,"3/27/2023, 6:51:40 AM",0:04:16,0.3,388,0.41,335,1.301
main bench,4,4,235,lbs,,,"3/27/2023, 6:51:40 AM",0:04:16,0.22,406,0.3,65,1.82
main bench,4,5,235,lbs,,,"3/27/2023, 6:51:40 AM",0:04:16,0.21,369,0.31,51,1.736
main bench,5,1,245,lbs,,,"3/27/2023, 6:51:40 AM",0:05:12,0.33,384,0.41,306,1.148
main bench,5,2,245,lbs,,,"3/27/2023, 6:51:40 AM",0:05:12,0.29,360,0.35,310,1.238
main bench,5,3,245,lbs,,,"3/27/2023, 6:51:40 AM",0:05:12,0.25,386,0.35,69,1.539
main bench,5,4,245,lbs,,,"3/27/2023, 6:51:40 AM",0:05:12,0.21,359,0.3,58,1.67
main bench,5,5,245,lbs,,,"3/27/2023, 6:51:40 AM",0:05:12,0.15,372,0.32,59,2.464
sumo deadlift,1,1,230,lbs,,exclude,"3/28/2023, 6:56:57 AM",0:00:00,0.49,481,0.87,347,0.971
sumo deadlift,1,2,230,lbs,,exclude,"3/28/2023, 6:56:57 AM",0:00:00,0.41,493,0.77,355,1.203
sumo deadlift,1,3,230,lbs,,exclude,"3/28/2023, 6:56:57 AM",0:00:00,0.43,505,0.89,357,1.169
sumo deadlift,2,1,260,lbs,,exclude,"3/28/2023, 6:56:57 AM",0:05:22,0.41,513,0.89,404,1.257
sumo deadlift,2,2,260,lbs,,exclude,"3/28/2023, 6:56:57 AM",0:05:22,0.49,498,0.91,303,1.017
sumo deadlift,3,1,295,lbs,,work,"3/28/2023, 6:56:57 AM",0:04:58,0.45,488,0.89,339,1.084
sumo deadlift,3,2,295,lbs,,work,"3/28/2023, 6:56:57 AM",0:04:58,0.36,490,0.65,357,1.352
sumo deadlift,3,3,295,lbs,,work,"3/28/2023, 6:56:57 AM",0:04:58,0.34,483,0.73,308,1.404
sumo deadlift,3,4,295,lbs,,work,"3/28/2023, 6:56:57 AM",0:04:58,0.39,503,0.83,355,1.299
sumo deadlift,3,5,295,lbs,,work,"3/28/2023, 6:56:57 AM",0:04:58,0.42,512,0.89,363,1.22
sumo deadlift,4,1,315,lbs,,work,"3/28/2023, 6:56:57 AM",0:08:34,0.33,492,0.73,350,1.473
sumo deadlift,4,2,315,lbs,,work,"3/28/2023, 6:56:57 AM",0:08:34,0.33,495,0.75,355,1.512
sumo deadlift,4,3,315,lbs,,work,"3/28/2023, 6:56:57 AM",0:08:34,0.36,479,0.7,360,1.345
sumo deadlift,4,4,315,lbs,,work,"3/28/2023, 6:56:57 AM",0:08:34,0.35,466,0.73,284,1.341
sumo deadlift,4,5,315,lbs,,work,"3/28/2023, 6:56:57 AM",0:08:34,0.28,456,0.64,313,1.654
sumo deadlift,5,1,330,lbs,,work,"3/28/2023, 6:56:57 AM",0:05:43,0.3,465,0.68,296,1.562
sumo deadlift,5,2,330,lbs,,work,"3/28/2023, 6:56:57 AM",0:05:43,0.33,467,0.75,300,1.404
sumo deadlift,5,3,330,lbs,,work,"3/28/2023, 6:56:57 AM",0:05:43,0.29,475,0.65,301,1.62
sumo deadlift,5,4,330,lbs,,work,"3/28/2023, 6:56:57 AM",0:05:43,0.3,470,0.68,308,1.553
sumo deadlift,5,5,330,lbs,,work,"3/28/2023, 6:56:57 AM",0:05:43,0.33,453,0.61,287,1.361
sumo deadlift,6,1,365,lbs,,work,"3/28/2023, 6:56:57 AM",0:02:59,0.31,475,0.7,281,1.518
sumo deadlift,7,1,385,lbs,,work,"3/28/2023, 6:56:57 AM",0:02:18,0.26,454,0.61,292,1.747
sumo deadlift,8,1,405,lbs,,work,"3/28/2023, 6:56:57 AM",0:02:53,0.19,468,0.52,291,2.501
main bench,1,1,175,lbs,,,"3/30/2023, 7:04:22 AM",0:00:00,0.67,442,0.99,341,0.656
main bench,1,2,175,lbs,,,"3/30/2023, 7:04:22 AM",0:00:00,0.62,423,0.91,318,0.682
main bench,1,3,175,lbs,,,"3/30/2023, 7:04:22 AM",0:00:00,0.58,414,0.9,313,0.713
main bench,2,1,195,lbs,,,"3/30/2023, 7:04:22 AM",0:02:19,0.55,449,0.7,157,0.815
main bench,2,2,195,lbs,,,"3/30/2023, 7:04:22 AM",0:02:19,0.48,423,0.8,343,0.884
main bench,3,1,225,lbs,,,"3/30/2023, 7:04:22 AM",0:04:11,0.43,399,0.53,335,0.93
main bench,3,2,225,lbs,,,"3/30/2023, 7:04:22 AM",0:04:11,0.43,409,0.52,353,0.959
main bench,3,3,225,lbs,,,"3/30/2023, 7:04:22 AM",0:04:11,0.39,391,0.47,87,0.995
main bench,3,4,225,lbs,,,"3/30/2023, 7:04:22 AM",0:04:11,0.33,420,0.47,369,1.257
main bench,3,5,225,lbs,,,"3/30/2023, 7:04:22 AM",0:04:11,0.32,373,0.44,328,1.149
main bench,4,1,235,lbs,,,"3/30/2023, 7:04:22 AM",0:05:51,0.38,384,0.53,334,1.016
main bench,4,2,235,lbs,,,"3/30/2023, 7:04:22 AM",0:05:51,0.35,399,0.48,350,1.145
main bench,4,3,235,lbs,,,"3/30/2023, 7:04:22 AM",0:05:51,0.26,370,0.34,66,1.45
main bench,4,4,235,lbs,,,"3/30/2023, 7:04:22 AM",0:05:51,0.21,370,0.36,69,1.727
main bench,4,5,235,lbs,,,"3/30/2023, 7:04:22 AM",0:05:51,0.17,371,0.3,45,2.195
main bench,5,1,245,lbs,,,"3/30/2023, 7:04:22 AM",0:06:19,0.33,365,0.43,315,1.108
main bench,5,2,245,lbs,,,"3/30/2023, 7:04:22 AM",0:06:19,0.24,373,0.34,78,1.522
main bench,5,3,245,lbs,,,"3/30/2023, 7:04:22 AM",0:06:19,0.23,374,0.33,73,1.63
main bench,5,4,245,lbs,,,"3/30/2023, 7:04:22 AM",0:06:19,0.25,386,0.35,62,1.567
main bench,5,5,245,lbs,,,"3/30/2023, 7:04:22 AM",0:06:19,0.13,394,0.31,54,2.928
sumo deadlift,1,1,265,lbs,,,"4/4/2023, 6:54:04 AM",0:00:00,0.42,509,0.85,315,1.211
sumo deadlift,1,2,265,lbs,,,"4/4/2023, 6:54:04 AM",0:00:00,0.48,495,0.86,357,1.038
sumo deadlift,2,1,295,lbs,,,"4/4/2023, 6:54:04 AM",0:04:04,0.41,512,0.87,368,1.233
sumo deadlift,2,2,295,lbs,,,"4/4/2023, 6:54:04 AM",0:04:04,0.4,499,0.8,347,1.25
sumo deadlift,2,3,295,lbs,,,"4/4/2023, 6:54:04 AM",0:04:04,0.31,487,0.78,312,1.56
sumo deadlift,2,4,295,lbs,,,"4/4/2023, 6:54:04 AM",0:04:04,0.34,495,0.86,358,1.445
sumo deadlift,2,5,295,lbs,,,"4/4/2023, 6:54:04 AM",0:04:04,0.37,488,0.82,306,1.33
sumo deadlift,3,1,315,lbs,,,"4/4/2023, 6:54:04 AM",0:04:26,0.28,494,0.67,342,1.749
sumo deadlift,3,2,315,lbs,,,"4/4/2023, 6:54:04 AM",0:04:26,0.28,491,0.6,253,1.767
sumo deadlift,3,3,315,lbs,,,"4/4/2023, 6:54:04 AM",0:04:26,0.3,484,0.72,322,1.607
sumo deadlift,3,4,315,lbs,,,"4/4/2023, 6:54:04 AM",0:04:26,0.24,471,0.57,291,1.973
sumo deadlift,3,5,315,lbs,,,"4/4/2023, 6:54:04 AM",0:04:26,0.27,495,0.69,359,1.868
sumo deadlift,4,1,330,lbs,,,"4/4/2023, 6:54:04 AM",0:05:32,0.23,498,0.69,320,2.137
sumo deadlift,4,2,330,lbs,,,"4/4/2023, 6:54:04 AM",0:05:32,0.26,488,0.54,365,1.909
sumo deadlift,4,3,330,lbs,,,"4/4/2023, 6:54:04 AM",0:05:32,0.25,484,0.67,309,1.963
sumo deadlift,4,4,330,lbs,,,"4/4/2023, 6:54:04 AM",0:05:32,0.26,465,0.55,344,1.759
sumo deadlift,4,5,330,lbs,,,"4/4/2023, 6:54:04 AM",0:05:32,0.22,464,0.61,312,2.071
main bench,1,1,170,lbs,,,"4/6/2023, 6:58:28 AM",0:00:00,0.58,412,0.8,330,0.714
main bench,1,2,170,lbs,,,"4/6/2023, 6:58:28 AM",0:00:00,0.61,426,0.85,328,0.7
main bench,1,3,170,lbs,,,"4/6/2023, 6:58:28 AM",0:00:00,0.6,437,0.93,336,0.73
main bench,2,1,195,lbs,,,"4/6/2023, 6:58:28 AM",0:03:05,0.51,389,0.79,310,0.759
main bench,2,2,195,lbs,,,"4/6/2023, 6:58:28 AM",0:03:05,0.52,434,0.81,351,0.833
main bench,3,1,225,lbs,,,"4/6/2023, 6:58:28 AM",0:04:35,0.38,381,0.47,310,1.007
main bench,3,2,225,lbs,,,"4/6/2023, 6:58:28 AM",0:04:35,0.38,383,0.49,337,1.011
main bench,3,3,225,lbs,,,"4/6/2023, 6:58:28 AM",0:04:35,0.34,399,0.43,343,1.159
main bench,3,4,225,lbs,,,"4/6/2023, 6:58:28 AM",0:04:35,0.26,389,0.38,80,1.504
main bench,3,5,225,lbs,,,"4/6/2023, 6:58:28 AM",0:04:35,0.23,406,0.31,49,1.768
main bench,4,1,235,lbs,,,"4/6/2023, 6:58:28 AM",0:06:11,0.34,371,0.45,317,1.109
main bench,4,2,235,lbs,,,"4/6/2023, 6:58:28 AM",0:06:11,0.32,392,0.4,87,1.217
main bench,4,3,235,lbs,,,"4/6/2023, 6:58:28 AM",0:06:11,0.29,384,0.39,348,1.321
main bench,4,4,235,lbs,,,"4/6/2023, 6:58:28 AM",0:06:11,0.26,379,0.39,332,1.451
main bench,4,5,235,lbs,,,"4/6/2023, 6:58:28 AM",0:06:11,0.2,358,0.3,64,1.753
main bench,5,1,245,lbs,,,"4/6/2023, 6:58:28 AM",0:07:20,0.29,355,0.39,312,1.239
main bench,5,2,245,lbs,,,"4/6/2023, 6:58:28 AM",0:07:20,0.24,358,0.33,315,1.473
main bench,5,3,245,lbs,,,"4/6/2023, 6:58:28 AM",0:07:20,0.23,353,0.33,72,1.539
main bench,5,4,245,lbs,,,"4/6/2023, 6:58:28 AM",0:07:20,0.16,391,0.27,56,2.432
squat,1,1,225,lbs,,,"4/7/2023, 9:57:45 AM",0:00:00,0.76,718,1.39,550,0.944
squat,1,2,225,lbs,,,"4/7/2023, 9:57:45 AM",0:00:00,0.71,745,1.28,572,1.046
squat,1,3,225,lbs,,,"4/7/2023, 9:57:45 AM",0:00:00,0.69,732,1.2,606,1.065
squat,2,1,285,lbs,,,"4/7/2023, 9:57:45 AM",0:15:14,0.58,661,1.13,534,1.144
squat,2,2,285,lbs,,,"4/7/2023, 9:57:45 AM",0:15:14,0.48,636,0.91,485,1.314
squat,2,3,285,lbs,,,"4/7/2023, 9:57:45 AM",0:15:14,0.53,646,1.03,501,1.21
squat,2,4,285,lbs,,,"4/7/2023, 9:57:45 AM",0:15:14,0.5,661,1.05,522,1.331
squat,2,5,285,lbs,,,"4/7/2023, 9:57:45 AM",0:15:14,0.5,679,1.06,555,1.347
main bench,1,1,225,lbs,,,"4/7/2023, 9:57:45 AM",0:44:24,0.23,395,0.35,59,1.68
main bench,1,2,225,lbs,,,"4/7/2023, 9:57:45 AM",0:44:24,0.36,408,0.44,77,1.118
main bench,1,3,225,lbs,,,"4/7/2023, 9:57:45 AM",0:44:24,0.26,410,0.4,324,1.61
main bench,1,4,225,lbs,,,"4/7/2023, 9:57:45 AM",0:44:24,0.29,409,0.4,78,1.398
main bench,1,5,225,lbs,,,"4/7/2023, 9:57:45 AM",0:44:24,0.26,386,0.35,59,1.466
main bench,2,1,235,lbs,,,"4/7/2023, 9:57:45 AM",0:04:48,0.32,384,0.41,344,1.202
main bench,2,2,235,lbs,,,"4/7/2023, 9:57:45 AM",0:04:48,0.27,375,0.45,300,1.401
main bench,2,3,235,lbs,,,"4/7/2023, 9:57:45 AM",0:04:48,0.24,382,0.34,64,1.596
main bench,2,4,235,lbs,,,"4/7/2023, 9:57:45 AM",0:04:48,0.26,377,0.33,66,1.467
main bench,2,5,235,lbs,,,"4/7/2023, 9:57:45 AM",0:04:48,0.18,381,0.33,58,2.163
main bench,1,1,175,lbs,,,"4/10/2023, 6:50:28 AM",0:00:00,0.52,394,0.77,300,0.753
main bench,1,2,175,lbs,,,"4/10/2023, 6:50:28 AM",0:00:00,0.6,420,0.89,318,0.701
main bench,1,3,175,lbs,,,"4/10/2023, 6:50:28 AM",0:00:00,0.49,414,0.78,325,0.849
main bench,2,1,195,lbs,,,"4/10/2023, 6:50:28 AM",0:03:12,0.51,399,0.69,317,0.783
main bench,2,2,195,lbs,,,"4/10/2023, 6:50:28 AM",0:03:12,0.51,410,0.69,341,0.811
main bench,3,1,225,lbs,,,"4/10/2023, 6:50:28 AM",0:04:50,0.36,383,0.45,317,1.068
main bench,3,2,225,lbs,,,"4/10/2023, 6:50:28 AM",0:04:50,0.34,382,0.42,320,1.118
main bench,3,3,225,lbs,,,"4/10/2023, 6:50:28 AM",0:04:50,0.29,388,0.39,77,1.345
main bench,3,4,225,lbs,,,"4/10/2023, 6:50:28 AM",0:04:50,0.3,382,0.38,297,1.262
main bench,3,5,225,lbs,,,"4/10/2023, 6:50:28 AM",0:04:50,0.26,368,0.32,81,1.41
main bench,4,1,235,lbs,,,"4/10/2023, 6:50:28 AM",0:04:43,0.33,372,0.44,319,1.142
main bench,4,2,235,lbs,,,"4/10/2023, 6:50:28 AM",0:04:43,0.29,358,0.36,316,1.238
main bench,4,3,235,lbs,,,"4/10/2023, 6:50:28 AM",0:04:43,0.24,389,0.33,296,1.589
main bench,4,4,235,lbs,,,"4/10/2023, 6:50:28 AM",0:04:43,0.21,338,0.32,73,1.62
main bench,4,5,235,lbs,,,"4/10/2023, 6:50:28 AM",0:04:43,0.15,389,0.3,68,2.508
main bench,5,1,245,lbs,,,"4/10/2023, 6:50:28 AM",0:05:41,0.26,366,0.33,69,1.435
main bench,5,2,245,lbs,,,"4/10/2023, 6:50:28 AM",0:05:41,0.21,360,0.3,66,1.727
main bench,5,3,245,lbs,,,"4/10/2023, 6:50:28 AM",0:05:41,0.18,379,0.28,48,2.146
sumo deadlift,1,1,235,lbs,,,"4/11/2023, 7:00:33 AM",0:00:00,0.35,487,0.75,360,1.377
sumo deadlift,1,2,235,lbs,,,"4/11/2023, 7:00:33 AM",0:00:00,0.3,507,0.93,393,1.662
sumo deadlift,1,3,235,lbs,,,"4/11/2023, 7:00:33 AM",0:00:00,0.38,481,0.91,329,1.256
sumo deadlift,2,1,265,lbs,,,"4/11/2023, 7:00:33 AM",0:03:28,0.29,509,0.74,421,1.734
sumo deadlift,2,2,265,lbs,,,"4/11/2023, 7:00:33 AM",0:03:28,0.38,488,0.89,330,1.293
sumo deadlift,3,1,295,lbs,,,"4/11/2023, 7:00:33 AM",0:03:37,0.31,490,0.68,390,1.563
sumo deadlift,3,2,295,lbs,,,"4/11/2023, 7:00:33 AM",0:03:37,0.34,459,0.68,325,1.351
sumo deadlift,3,3,295,lbs,,,"4/11/2023, 7:00:33 AM",0:03:37,0.35,463,0.73,303,1.315
sumo deadlift,3,4,295,lbs,,,"4/11/2023, 7:00:33 AM",0:03:37,0.29,464,0.73,330,1.588
sumo deadlift,3,5,295,lbs,,,"4/11/2023, 7:00:33 AM",0:03:37,0.32,483,0.79,379,1.495
sumo deadlift,4,1,315,lbs,,,"4/11/2023, 7:00:33 AM",0:05:10,0.31,479,0.72,360,1.534
sumo deadlift,4,2,315,lbs,,,"4/11/2023, 7:00:33 AM",0:05:10,0.3,486,0.79,357,1.628
sumo deadlift,4,3,315,lbs,,,"4/11/2023, 7:00:33 AM",0:05:10,0.3,466,0.66,320,1.531
sumo deadlift,4,4,315,lbs,,,"4/11/2023, 7:00:33 AM",0:05:10,0.26,489,0.77,353,1.887
