Exercise,Set,Rep,Weight,Metric,Set RPE,Tags,Workout Start Time,Rest Time,Avg Velocity (m/s),Range of Motion (mm),Peak Velocity (m/s),Peak Velocity Location (%),Duration of rep (sec)
main bench,5,5,240,lbs,,,"8/3/2022, 6:59:08 AM",0:07:21,0.14,379,0.29,52,2.628
squat,1,1,200,lbs,,,"8/4/2022, 7:14:56 AM",0:00:00,0.55,617,0.95,483,1.116
squat,1,2,200,lbs,,,"8/4/2022, 7:14:56 AM",0:00:00,0.65,645,1.21,490,0.999
squat,1,3,200,lbs,,,"8/4/2022, 7:14:56 AM",0:00:00,0.66,632,1.19,480,0.956
squat,1,4,200,lbs,,,"8/4/2022, 7:14:56 AM",0:00:00,0.6,628,1.08,484,1.043
squat,1,5,200,lbs,,,"8/4/2022, 7:14:56 AM",0:00:00,0.59,637,0.98,454,1.075
squat,2,1,235,lbs,,,"8/4/2022, 7:14:56 AM",0:04:45,0.56,615,0.9,434,1.106
squat,2,2,235,lbs,,,"8/4/2022, 7:14:56 AM",0:04:45,0.56,658,0.86,486,1.184
squat,3,1,255,lbs,,,"8/4/2022, 7:14:56 AM",0:04:39,0.52,565,0.93,426,1.092
squat,3,2,255,lbs,,,"8/4/2022, 7:14:56 AM",0:04:39,0.5,604,0.92,468,1.217
squat,3,3,255,lbs,,,"8/4/2022, 7:14:56 AM",0:04:39,0.47,601,0.95,467,1.269
squat,3,4,255,lbs,,,"8/4/2022, 7:14:56 AM",0:04:39,0.47,619,0.9,483,1.31
squat,3,5,255,lbs,,,"8/4/2022, 7:14:56 AM",0:04:39,0.45,626,0.84,497,1.38
squat,4,1,270,lbs,,,"8/4/2022, 7:14:56 AM",0:04:52,0.45,621,0.86,497,1.368
squat,4,2,270,lbs,,,"8/4/2022, 7:14:56 AM",0:04:52,0.51,611,1,474,1.196
squat,4,3,270,lbs,,,"8/4/2022, 7:14:56 AM",0:04:52,0.48,609,0.93,480,1.265
squat,4,4,270,lbs,,,"8/4/2022, 7:14:56 AM",0:04:52,0.46,612,0.83,484,1.346
squat,4,5,270,lbs,,,"8/4/2022, 7:14:56 AM",0:04:52,0.43,620,0.78,513,1.428
squat,5,1,290,lbs,,,"8/4/2022, 7:14:56 AM",0:06:55,0.53,624,1.01,485,1.173
squat,5,2,290,lbs,,,"8/4/2022, 7:14:56 AM",0:06:55,0.53,649,1,500,1.233
squat,5,3,290,lbs,,,"8/4/2022, 7:14:56 AM",0:06:55,0.44,621,0.92,500,1.417
squat,5,4,290,lbs,,,"8/4/2022, 7:14:56 AM",0:06:55,0.46,631,0.85,502,1.372
squat,5,5,290,lbs,,,"8/4/2022, 7:14:56 AM",0:06:55,0.31,607,0.61,484,1.966
main bench,1,1,190,lbs,,warmup,"8/8/2022, 6:55:49 AM",0:00:00,0.45,341,0.71,256,0.758
main bench,1,2,190,lbs,,warmup,"8/8/2022, 6:55:49 AM",0:00:00,0.4,329,0.66,262,0.813
main bench,2,1,215,lbs,,,"8/8/2022, 6:55:49 AM",0:05:07,0.3,329,0.39,141,1.095
main bench,2,2,215,lbs,,,"8/8/2022, 6:55:49 AM",0:05:07,0.31,356,0.41,91,1.135
main bench,2,3,215,lbs,,,"8/8/2022, 6:55:49 AM",0:05:07,0.33,356,0.48,303,1.067
main bench,2,4,215,lbs,,,"8/8/2022, 6:55:49 AM",0:05:07,0.18,374,0.38,89,2.055
main bench,2,5,215,lbs,,,"8/8/2022, 6:55:49 AM",0:05:07,0.27,344,0.38,255,1.278
main bench,3,1,230,lbs,,,"8/8/2022, 6:55:49 AM",0:06:13,0.3,355,0.44,286,1.182
main bench,3,2,230,lbs,,,"8/8/2022, 6:55:49 AM",0:06:13,0.24,321,0.33,269,1.334
main bench,3,3,230,lbs,,,"8/8/2022, 6:55:49 AM",0:06:13,0.28,350,0.37,141,1.232
main bench,3,4,230,lbs,,,"8/8/2022, 6:55:49 AM",0:06:13,0.26,345,0.34,295,1.346
main bench,3,5,230,lbs,,,"8/8/2022, 6:55:49 AM",0:06:13,0.22,345,0.34,63,1.568
main bench,4,1,240,lbs,,,"8/8/2022, 6:55:49 AM",0:05:55,0.23,352,0.38,283,1.51
main bench,4,2,240,lbs,,,"8/8/2022, 6:55:49 AM",0:05:55,0.22,336,0.34,282,1.498
main bench,4,3,240,lbs,,,"8/8/2022, 6:55:49 AM",0:05:55,0.21,322,0.28,285,1.523
main bench,4,4,240,lbs,,,"8/8/2022, 6:55:49 AM",0:05:55,0.16,330,0.23,35,2.067
main bench,4,5,240,lbs,,,"8/8/2022, 6:55:49 AM",0:05:55,0.18,350,0.26,38,1.972
main bench,5,1,225,lbs,,,"8/8/2022, 6:55:49 AM",0:07:16,0.26,329,0.32,272,1.263
main bench,5,2,225,lbs,,,"8/8/2022, 6:55:49 AM",0:07:16,0.23,322,0.29,236,1.385
main bench,5,3,225,lbs,,,"8/8/2022, 6:55:49 AM",0:07:16,0.26,330,0.4,281,1.294
main bench,5,4,225,lbs,,,"8/8/2022, 6:55:49 AM",0:07:16,0.24,337,0.32,49,1.424
main bench,5,5,225,lbs,,,"8/8/2022, 6:55:49 AM",0:07:16,0.2,360,0.38,318,1.803
sumo deadlift,1,1,240,lbs,,,"8/9/2022, 7:12:46 AM",0:00:00,0.37,511,0.74,404,1.393
sumo deadlift,1,2,240,lbs,,,"8/9/2022, 7:12:46 AM",0:00:00,0.4,511,0.85,360,1.273
sumo deadlift,1,3,240,lbs,,,"8/9/2022, 7:12:46 AM",0:00:00,0.44,505,0.84,359,1.143
sumo deadlift,1,4,240,lbs,,,"8/9/2022, 7:12:46 AM",0:00:00,0.47,508,0.88,306,1.089
sumo deadlift,2,1,275,lbs,,,"8/9/2022, 7:12:46 AM",0:04:11,0.35,499,0.69,381,1.441
sumo deadlift,2,2,275,lbs,,,"8/9/2022, 7:12:46 AM",0:04:11,0.37,496,0.76,351,1.346
sumo deadlift,2,3,275,lbs,,,"8/9/2022, 7:12:46 AM",0:04:11,0.34,494,0.63,323,1.458
sumo deadlift,2,4,275,lbs,,,"8/9/2022, 7:12:46 AM",0:04:11,0.35,487,0.73,295,1.383
sumo deadlift,2,5,275,lbs,,,"8/9/2022, 7:12:46 AM",0:04:11,0.38,497,0.71,302,1.3
sumo deadlift,3,1,285,lbs,,,"8/9/2022, 7:12:46 AM",0:05:49,0.29,502,0.53,405,1.727
sumo deadlift,3,2,285,lbs,,,"8/9/2022, 7:12:46 AM",0:05:49,0.28,483,0.77,345,1.693
sumo deadlift,3,3,285,lbs,,,"8/9/2022, 7:12:46 AM",0:05:49,0.32,498,0.71,325,1.547
sumo deadlift,3,4,285,lbs,,,"8/9/2022, 7:12:46 AM",0:05:49,0.33,486,0.62,287,1.495
sumo deadlift,3,5,285,lbs,,,"8/9/2022, 7:12:46 AM",0:05:49,0.32,497,0.69,311,1.534
sumo deadlift,4,1,300,lbs,,,"8/9/2022, 7:12:46 AM",0:05:53,0.29,490,0.61,320,1.662
sumo deadlift,4,2,300,lbs,,,"8/9/2022, 7:12:46 AM",0:05:53,0.38,443,0.66,262,1.166
sumo deadlift,4,3,300,lbs,,,"8/9/2022, 7:12:46 AM",0:05:53,0.37,506,0.81,360,1.353
sumo deadlift,4,4,300,lbs,,,"8/9/2022, 7:12:46 AM",0:05:53,0.33,498,0.78,354,1.49
sumo deadlift,4,5,300,lbs,,,"8/9/2022, 7:12:46 AM",0:05:53,0.32,473,0.65,306,1.468
main bench,1,1,190,lbs,,,"8/10/2022, 7:05:33 AM",0:00:00,0.48,382,0.72,313,0.8
main bench,1,2,190,lbs,,,"8/10/2022, 7:05:33 AM",0:00:00,0.46,373,0.69,287,0.803
main bench,2,1,215,lbs,,,"8/10/2022, 7:05:33 AM",0:04:04,0.38,369,0.56,297,0.961
main bench,2,2,215,lbs,,,"8/10/2022, 7:05:33 AM",0:04:04,0.38,374,0.52,313,0.99
main bench,2,3,215,lbs,,,"8/10/2022, 7:05:33 AM",0:04:04,0.35,355,0.48,304,1.027
main bench,2,4,215,lbs,,,"8/10/2022, 7:05:33 AM",0:04:04,0.32,341,0.41,291,1.064
main bench,2,5,215,lbs,,,"8/10/2022, 7:05:33 AM",0:04:04,0.27,359,0.38,54,1.342
main bench,3,1,230,lbs,,,"8/10/2022, 7:05:33 AM",0:06:25,0.31,335,0.44,281,1.079
main bench,3,2,230,lbs,,,"8/10/2022, 7:05:33 AM",0:06:25,0.3,369,0.41,306,1.212
main bench,3,3,230,lbs,,,"8/10/2022, 7:05:33 AM",0:06:25,0.22,381,0.36,313,1.734
main bench,3,4,230,lbs,,,"8/10/2022, 7:05:33 AM",0:06:25,0.22,332,0.4,264,1.512
main bench,3,5,230,lbs,,,"8/10/2022, 7:05:33 AM",0:06:25,0.21,342,0.31,300,1.597
main bench,4,1,240,lbs,,,"8/10/2022, 7:05:33 AM",0:06:18,0.25,335,0.44,282,1.329
main bench,4,2,240,lbs,,,"8/10/2022, 7:05:33 AM",0:06:18,0.18,327,0.32,268,1.775
main bench,4,3,240,lbs,,,"8/10/2022, 7:05:33 AM",0:06:18,0.22,342,0.29,43,1.529
main bench,4,4,240,lbs,,,"8/10/2022, 7:05:33 AM",0:06:18,0.14,337,0.26,49,2.327
main bench,1,1,170,lbs,,,"8/17/2022, 11:40:45 AM",0:00:00,0.56,414,0.87,274,0.736
main bench,1,2,170,lbs,,,"8/17/2022, 11:40:45 AM",0:00:00,0.65,447,0.94,328,0.692
main bench,1,3,170,lbs,,,"8/17/2022, 11:40:45 AM",0:00:00,0.63,426,0.92,323,0.681
main bench,2,1,190,lbs,,,"8/17/2022, 11:40:45 AM",0:03:51,0.53,418,0.81,310,0.785
main bench,2,2,190,lbs,,,"8/17/2022, 11:40:45 AM",0:03:51,0.49,409,0.7,322,0.838
main bench,3,1,215,lbs,,,"8/17/2022, 11:40:45 AM",0:04:32,0.39,409,0.58,324,1.048
main bench,3,2,215,lbs,,,"8/17/2022, 11:40:45 AM",0:04:32,0.39,386,0.56,320,0.988
main bench,3,3,215,lbs,,,"8/17/2022, 11:40:45 AM",0:04:32,0.41,395,0.57,330,0.958
main bench,3,4,215,lbs,,,"8/17/2022, 11:40:45 AM",0:04:32,0.37,384,0.49,317,1.049
main bench,3,5,215,lbs,,,"8/17/2022, 11:40:45 AM",0:04:32,0.37,394,0.51,330,1.072
main bench,4,1,230,lbs,,,"8/17/2022, 11:40:45 AM",0:05:09,0.32,360,0.47,294,1.121
main bench,4,2,230,lbs,,,"8/17/2022, 11:40:45 AM",0:05:09,0.29,381,0.43,279,1.29
main bench,4,3,230,lbs,,,"8/17/2022, 11:40:45 AM",0:05:09,0.24,399,0.38,307,1.686
main bench,4,4,230,lbs,,,"8/17/2022, 11:40:45 AM",0:05:09,0.28,405,0.38,317,1.422
main bench,4,5,230,lbs,,,"8/17/2022, 11:40:45 AM",0:05:09,0.19,252,0.34,62,1.356
main bench,5,1,240,lbs,,,"8/17/2022, 11:40:45 AM",0:06:24,0.3,363,0.4,297,1.221
main bench,5,2,240,lbs,,,"8/17/2022, 11:40:45 AM",0:06:24,0.28,379,0.4,315,1.367
main bench,5,3,240,lbs,,,"8/17/2022, 11:40:45 AM",0:06:24,0.26,356,0.34,59,1.376
main bench,5,4,240,lbs,,,"8/17/2022, 11:40:45 AM",0:06:24,0.23,372,0.33,51,1.592
main bench,5,5,240,lbs,,,"8/17/2022, 11:40:45 AM",0:06:24,0.2,377,0.29,47,1.927
main bench,1,1,170,lbs,,,"8/19/2022, 7:04:55 AM",0:00:00,0.54,380,0.79,273,0.704
main bench,1,2,170,lbs,,,"8/19/2022, 7:04:55 AM",0:00:00,0.6,417,0.87,286,0.693
main bench,1,3,170,lbs,,,"8/19/2022, 7:04:55 AM",0:00:00,0.55,389,0.79,294,0.713
main bench,2,1,190,lbs,,,"8/19/2022, 7:04:55 AM",0:02:55,0.48,373,0.69,276,0.778
main bench,2,2,190,lbs,,,"8/19/2022, 7:04:55 AM",0:02:55,0.51,388,0.72,298,0.765
main bench,3,1,215,lbs,,,"8/19/2022, 7:04:55 AM",0:03:12,0.38,358,0.58,292,0.933
main bench,3,2,215,lbs,,,"8/19/2022, 7:04:55 AM",0:03:12,0.28,369,0.43,307,1.291
main bench,3,3,215,lbs,,,"8/19/2022, 7:04:55 AM",0:03:12,0.33,340,0.44,76,1.031
main bench,3,4,215,lbs,,,"8/19/2022, 7:04:55 AM",0:03:12,0.34,353,0.46,275,1.036
main bench,3,5,215,lbs,,,"8/19/2022, 7:04:55 AM",0:03:12,0.32,367,0.45,319,1.14
main bench,4,1,230,lbs,,,"8/19/2022, 7:04:55 AM",0:04:11,0.34,356,0.45,300,1.052
main bench,4,2,230,lbs,,,"8/19/2022, 7:04:55 AM",0:04:11,0.31,341,0.37,273,1.104
main bench,4,3,230,lbs,,,"8/19/2022, 7:04:55 AM",0:04:11,0.27,368,0.41,73,1.378
main bench,4,4,230,lbs,,,"8/19/2022, 7:04:55 AM",0:04:11,0.22,343,0.34,59,1.557
main bench,4,5,230,lbs,,,"8/19/2022, 7:04:55 AM",0:04:11,0.24,377,0.33,47,1.599
main bench,5,1,240,lbs,,,"8/19/2022, 7:04:55 AM",0:06:28,0.33,384,0.48,324,1.161
main bench,5,2,240,lbs,,,"8/19/2022, 7:04:55 AM",0:06:28,0.3,344,0.41,300,1.142
main bench,5,3,240,lbs,,,"8/19/2022, 7:04:55 AM",0:06:28,0.28,377,0.38,337,1.344
main bench,5,4,240,lbs,,,"8/19/2022, 7:04:55 AM",0:06:28,0.21,352,0.31,271,1.66
main bench,5,5,240,lbs,,,"8/19/2022, 7:04:55 AM",0:06:28,0.18,351,0.33,59,1.978
main bench,1,1,175,lbs,,,"8/29/2022, 6:20:38 AM",0:00:00,0.47,399,0.71,286,0.845
main bench,1,2,175,lbs,,,"8/29/2022, 6:20:38 AM",0:00:00,0.58,374,0.8,286,0.64
main bench,1,3,175,lbs,,,"8/29/2022, 6:20:38 AM",0:00:00,0.49,366,0.64,266,0.75
main bench,1,4,175,lbs,,,"8/29/2022, 6:20:38 AM",0:00:00,0.42,382,0.51,186,0.919
main bench,2,1,190,lbs,,,"8/29/2022, 6:20:38 AM",0:03:55,0.43,386,0.61,323,0.896
main bench,2,2,190,lbs,,,"8/29/2022, 6:20:38 AM",0:03:55,0.5,416,0.69,315,0.831
main bench,3,1,215,lbs,,,"8/29/2022, 6:20:38 AM",0:04:42,0.34,368,0.5,305,1.076
main bench,3,2,215,lbs,,,"8/29/2022, 6:20:38 AM",0:04:42,0.37,365,0.5,288,0.999
main bench,3,3,215,lbs,,,"8/29/2022, 6:20:38 AM",0:04:42,0.34,360,0.45,294,1.076
main bench,3,4,215,lbs,,,"8/29/2022, 6:20:38 AM",0:04:42,0.35,394,0.43,76,1.135
main bench,3,5,215,lbs,,,"8/29/2022, 6:20:38 AM",0:04:42,0.31,363,0.41,293,1.174
main bench,4,1,230,lbs,,,"8/29/2022, 6:20:38 AM",0:05:31,0.32,385,0.47,330,1.192
main bench,4,2,230,lbs,,,"8/29/2022, 6:20:38 AM",0:05:31,0.28,355,0.38,278,1.261
main bench,4,3,230,lbs,,,"8/29/2022, 6:20:38 AM",0:05:31,0.27,380,0.35,308,1.417
main bench,4,4,230,lbs,,,"8/29/2022, 6:20:38 AM",0:05:31,0.25,324,0.32,60,1.318
main bench,4,5,230,lbs,,,"8/29/2022, 6:20:38 AM",0:05:31,0.22,370,0.34,47,1.703
main bench,5,1,240,lbs,,,"8/29/2022, 6:20:38 AM",0:05:28,0.25,361,0.32,277,1.47
main bench,5,2,240,lbs,,,"8/29/2022, 6:20:38 AM",0:05:28,0.21,360,0.37,273,1.687
main bench,5,3,240,lbs,,,"8/29/2022, 6:20:38 AM",0:05:28,0.2,345,0.29,300,1.683
main bench,5,4,240,lbs,,,"8/29/2022, 6:20:38 AM",0:05:28,0.15,343,0.26,50,2.335
main bench,5,5,240,lbs,,,"8/29/2022, 6:20:38 AM",0:05:28,0.15,329,0.19,182,2.206
main deadlift,1,1,210,lbs,,,"8/30/2022, 6:40:43 AM",0:00:00,0.36,483,0.68,331,1.357
main deadlift,1,2,210,lbs,,,"8/30/2022, 6:40:43 AM",0:00:00,0.46,503,0.94,346,1.088
main deadlift,1,3,210,lbs,,,"8/30/2022, 6:40:43 AM",0:00:00,0.47,519,0.97,385,1.114
main deadlift,2,1,240,lbs,,,"8/30/2022, 6:40:43 AM",0:05:36,0.31,478,0.6,335,1.523
main deadlift,2,2,240,lbs,,,"8/30/2022, 6:40:43 AM",0:05:36,0.45,508,0.9,341,1.133
main deadlift,3,1,270,lbs,,,"8/30/2022, 6:40:43 AM",0:05:53,0.34,473,0.7,277,1.381
main deadlift,3,2,270,lbs,,,"8/30/2022, 6:40:43 AM",0:05:53,0.35,494,0.72,333,1.409
main deadlift,3,3,270,lbs,,,"8/30/2022, 6:40:43 AM",0:05:53,0.29,476,0.57,286,1.63
main deadlift,3,4,270,lbs,,,"8/30/2022, 6:40:43 AM",0:05:53,0.32,478,0.66,347,1.496
null,1,1,null,lbs,,,"8/30/2022, 6:40:43 AM",0:01:06,0.33,548,0.6,399,1.644
main bench,2,1,170,lbs,,,"8/31/2022, 6:43:07 AM",0:00:00,0.6,446,0.94,318,0.745
main bench,2,2,170,lbs,,,"8/31/2022, 6:43:07 AM",0:00:00,0.57,405,0.77,237,0.716
main bench,2,3,170,lbs,,,"8/31/2022, 6:43:07 AM",0:00:00,0.6,433,0.85,328,0.726
main bench,3,1,190,lbs,,,"8/31/2022, 6:43:07 AM",0:03:39,0.5,396,0.67,306,0.799
main bench,3,2,190,lbs,,,"8/31/2022, 6:43:07 AM",0:03:39,0.47,399,0.69,300,0.858
main bench,4,1,215,lbs,,,"8/31/2022, 6:43:07 AM",0:04:47,0.37,350,0.5,259,0.94
main bench,4,2,215,lbs,,,"8/31/2022, 6:43:07 AM",0:04:47,0.4,375,0.51,306,0.942
main bench,4,3,215,lbs,,,"8/31/2022, 6:43:07 AM",0:04:47,0.36,359,0.5,291,0.993
main bench,4,4,215,lbs,,,"8/31/2022, 6:43:07 AM",0:04:47,0.32,358,0.41,319,1.126
main bench,4,5,215,lbs,,,"8/31/2022, 6:43:07 AM",0:04:47,0.29,357,0.52,300,1.21
main bench,5,1,230,lbs,,,"8/31/2022, 6:43:07 AM",0:08:52,0.35,365,0.52,286,1.049
main bench,5,2,230,lbs,,,"8/31/2022, 6:43:07 AM",0:08:52,0.3,371,0.39,95,1.247
main bench,5,3,230,lbs,,,"8/31/2022, 6:43:07 AM",0:08:52,0.22,372,0.35,77,1.701
main bench,5,4,230,lbs,,,"8/31/2022, 6:43:07 AM",0:08:52,0.28,364,0.43,292,1.296
main bench,5,5,230,lbs,,,"8/31/2022, 6:43:07 AM",0:08:52,0.2,362,0.33,49,1.793
main bench,6,1,240,lbs,,,"8/31/2022, 6:43:07 AM",0:07:56,0.29,357,0.4,290,1.235
main bench,6,2,240,lbs,,,"8/31/2022, 6:43:07 AM",0:07:56,0.3,345,0.41,284,1.136
main bench,6,3,240,lbs,,,"8/31/2022, 6:43:07 AM",0:07:56,0.25,369,0.37,312,1.452
main bench,6,4,240,lbs,,,"8/31/2022, 6:43:07 AM",0:07:56,0.2,329,0.27,65,1.676
main bench,6,5,240,lbs,,,"8/31/2022, 6:43:07 AM",0:07:56,0.16,348,0.29,60,2.161
squat,1,1,195,lbs,,,"9/1/2022, 7:08:32 AM",0:00:00,0.77,701,1.25,562,0.915
squat,1,2,195,lbs,,,"9/1/2022, 7:08:32 AM",0:00:00,0.81,751,1.37,566,0.924
squat,2,1,245,lbs,,,"9/1/2022, 7:08:32 AM",0:03:19,0.5,624,0.73,522,1.256
squat,2,2,245,lbs,,,"9/1/2022, 7:08:32 AM",0:03:19,0.6,657,1.12,534,1.101
squat,2,3,245,lbs,,,"9/1/2022, 7:08:32 AM",0:03:19,0.6,678,1.04,533,1.132
squat,2,4,245,lbs,,,"9/1/2022, 7:08:32 AM",0:03:19,0.61,671,0.98,537,1.104
squat,2,5,245,lbs,,,"9/1/2022, 7:08:32 AM",0:03:19,0.55,673,0.99,551,1.218
squat,3,1,260,lbs,,,"9/1/2022, 7:08:32 AM",0:05:55,0.52,592,0.9,468,1.138
squat,3,2,260,lbs,,,"9/1/2022, 7:08:32 AM",0:05:55,0.49,608,0.9,492,1.237
squat,3,3,260,lbs,,,"9/1/2022, 7:08:32 AM",0:05:55,0.42,606,0.58,508,1.43
squat,3,4,260,lbs,,,"9/1/2022, 7:08:32 AM",0:05:55,0.45,648,0.85,529,1.435
squat,3,5,260,lbs,,,"9/1/2022, 7:08:32 AM",0:05:55,0.45,628,0.95,510,1.397
squat,4,1,275,lbs,,,"9/1/2022, 7:08:32 AM",0:06:15,0.47,640,0.9,502,1.356
squat,4,2,275,lbs,,,"9/1/2022, 7:08:32 AM",0:06:15,0.47,656,0.87,522,1.386
squat,4,3,275,lbs,,,"9/1/2022, 7:08:32 AM",0:06:15,0.44,626,0.76,502,1.421
squat,4,4,275,lbs,,,"9/1/2022, 7:08:32 AM",0:06:15,0.39,656,0.86,533,1.662
squat,4,5,275,lbs,,,"9/1/2022, 7:08:32 AM",0:06:15,0.46,692,0.94,554,1.511
main bench,1,1,170,lbs,,,"9/6/2022, 11:39:56 AM",0:00:00,0.57,389,0.87,290,0.683
main bench,1,2,170,lbs,,,"9/6/2022, 11:39:56 AM",0:00:00,0.62,410,0.89,292,0.666
main bench,1,3,170,lbs,,,"9/6/2022, 11:39:56 AM",0:00:00,0.61,395,0.84,289,0.644
main bench,2,1,190,lbs,,,"9/6/2022, 11:39:56 AM",0:01:40,0.46,386,0.74,298,0.833
main bench,2,2,190,lbs,,,"9/6/2022, 11:39:56 AM",0:01:40,0.5,384,0.72,298,0.77
main bench,3,1,220,lbs,,,"9/6/2022, 11:39:56 AM",0:04:29,0.39,376,0.5,300,0.976
main bench,3,2,220,lbs,,,"9/6/2022, 11:39:56 AM",0:04:29,0.35,386,0.48,334,1.087
main bench,3,3,220,lbs,,,"9/6/2022, 11:39:56 AM",0:04:29,0.35,378,0.46,330,1.093
main bench,3,4,220,lbs,,,"9/6/2022, 11:39:56 AM",0:04:29,0.35,392,0.43,340,1.115
main bench,3,5,220,lbs,,,"9/6/2022, 11:39:56 AM",0:04:29,0.24,348,0.35,61,1.475
main bench,4,1,230,lbs,,,"9/6/2022, 11:39:56 AM",0:05:31,0.39,402,0.58,335,1.026
main bench,4,2,230,lbs,,,"9/6/2022, 11:39:56 AM",0:05:31,0.32,383,0.42,105,1.197
main bench,4,3,230,lbs,,,"9/6/2022, 11:39:56 AM",0:05:31,0.33,371,0.41,330,1.126
main bench,4,4,230,lbs,,,"9/6/2022, 11:39:56 AM",0:05:31,0.25,365,0.35,326,1.453
main bench,4,5,230,lbs,,,"9/6/2022, 11:39:56 AM",0:05:31,0.24,379,0.35,59,1.582
main bench,5,1,240,lbs,,,"9/6/2022, 11:39:56 AM",0:06:33,0.29,389,0.38,330,1.358
main bench,5,2,240,lbs,,,"9/6/2022, 11:39:56 AM",0:06:33,0.29,359,0.35,309,1.232
main bench,5,3,240,lbs,,,"9/6/2022, 11:39:56 AM",0:06:33,0.22,348,0.3,54,1.576
main bench,5,4,240,lbs,,,"9/6/2022, 11:39:56 AM",0:06:33,0.2,347,0.31,51,1.768
main bench,5,5,240,lbs,,,"9/6/2022, 11:39:56 AM",0:06:33,0.13,401,0.34,49,3.168
main deadlift,1,1,240,lbs,,,"9/7/2022, 7:11:04 AM",0:00:00,0.46,567,0.96,434,1.222
main deadlift,1,2,240,lbs,,,"9/7/2022, 7:11:04 AM",0:00:00,0.48,571,0.97,440,1.185
main deadlift,2,1,270,lbs,,,"9/7/2022, 7:11:04 AM",0:05:13,0.31,542,0.64,429,1.772
main deadlift,2,2,270,lbs,,,"9/7/2022, 7:11:04 AM",0:05:13,0.28,542,0.69,391,1.939
main deadlift,2,3,270,lbs,,,"9/7/2022, 7:11:04 AM",0:05:13,0.39,553,0.72,409,1.418
main deadlift,2,4,270,lbs,,,"9/7/2022, 7:11:04 AM",0:05:13,0.3,533,0.67,402,1.746
main deadlift,3,1,270,lbs,,,"9/7/2022, 7:11:04 AM",0:00:53,0.31,536,0.62,355,1.75
null,1,1,null,lbs,,,"9/7/2022, 7:11:04 AM",0:04:10,0.29,468,0.58,298,1.631
null,1,2,null,lbs,,,"9/7/2022, 7:11:04 AM",0:04:10,0.3,468,0.59,312,1.573
null,1,3,null,lbs,,,"9/7/2022, 7:11:04 AM",0:04:10,0.27,487,0.64,365,1.788
null,1,4,null,lbs,,,"9/7/2022, 7:11:04 AM",0:04:10,0.26,468,0.54,258,1.781
null,1,5,null,lbs,,,"9/7/2022, 7:11:04 AM",0:04:10,0.22,468,0.58,315,2.165
main deadlift,1,1,300,lbs,,,"9/7/2022, 7:11:04 AM",0:05:01,0.3,471,0.62,360,1.552
main deadlift,1,2,300,lbs,,,"9/7/2022, 7:11:04 AM",0:05:01,0.29,479,0.69,356,1.638
main deadlift,1,3,300,lbs,,,"9/7/2022, 7:11:04 AM",0:05:01,0.28,478,0.56,305,1.704
main deadlift,1,4,300,lbs,,,"9/7/2022, 7:11:04 AM",0:05:01,0.27,480,0.55,270,1.786
main deadlift,1,5,300,lbs,,,"9/7/2022, 7:11:04 AM",0:05:01,0.27,488,0.54,363,1.803
main bench,1,1,170,lbs,,,"9/8/2022, 6:57:23 AM",0:00:00,0.56,390,0.78,210,0.695
main bench,1,2,170,lbs,,,"9/8/2022, 6:57:23 AM",0:00:00,0.63,406,0.88,309,0.645
main bench,1,3,170,lbs,,,"9/8/2022, 6:57:23 AM",0:00:00,0.56,405,0.76,326,0.717
main bench,2,1,190,lbs,,,"9/8/2022, 6:57:23 AM",0:02:39,0.59,424,0.86,335,0.719
main bench,2,2,190,lbs,,,"9/8/2022, 6:57:23 AM",0:02:39,0.55,421,0.75,346,0.773
main bench,3,1,215,lbs,,,"9/8/2022, 6:57:23 AM",0:06:23,0.44,395,0.58,318,0.9
main bench,3,2,215,lbs,,,"9/8/2022, 6:57:23 AM",0:06:23,0.39,380,0.56,325,0.988
main bench,3,3,215,lbs,,,"9/8/2022, 6:57:23 AM",0:06:23,0.36,367,0.45,307,1.014
main bench,3,4,215,lbs,,,"9/8/2022, 6:57:23 AM",0:06:23,0.39,377,0.52,322,0.978
main bench,3,5,215,lbs,,,"9/8/2022, 6:57:23 AM",0:06:23,0.31,386,0.41,350,1.255
main bench,4,1,230,lbs,,,"9/8/2022, 6:57:23 AM",0:06:27,0.4,388,0.51,317,0.973
main bench,4,2,230,lbs,,,"9/8/2022, 6:57:23 AM",0:06:27,0.36,381,0.45,320,1.067
main bench,4,3,230,lbs,,,"9/8/2022, 6:57:23 AM",0:06:27,0.33,396,0.48,108,1.197
main bench,4,4,230,lbs,,,"9/8/2022, 6:57:23 AM",0:06:27,0.23,365,0.36,54,1.606
main bench,4,5,230,lbs,,,"9/8/2022, 6:57:23 AM",0:06:27,0.23,364,0.36,53,1.575
main bench,5,1,240,lbs,,,"9/8/2022, 6:57:23 AM",0:07:00,0.35,373,0.49,315,1.06
main bench,5,2,240,lbs,,,"9/8/2022, 6:57:23 AM",0:07:00,0.25,376,0.36,63,1.489
main bench,5,3,240,lbs,,,"9/8/2022, 6:57:23 AM",0:07:00,0.22,374,0.33,59,1.724
main bench,5,4,240,lbs,,,"9/8/2022, 6:57:23 AM",0:07:00,0.23,360,0.35,55,1.601
main bench,5,5,240,lbs,,,"9/8/2022, 6:57:23 AM",0:07:00,0.21,378,0.33,50,1.811
squat,1,1,200,lbs,,,"9/10/2022, 12:10:55 PM",0:00:00,0.72,703,1.19,537,0.972
squat,1,2,200,lbs,,,"9/10/2022, 12:10:55 PM",0:00:00,0.8,768,1.46,617,0.959
